Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location
1/28/2008,1/31/2008,Pebble Hill Ln,Gaithersburg,MD,20878,Comcast,,1,1,,,,,,,,,,Complaint,"Pebble Hill Ln
Gaithersburg, MD 20878"
1/28/2008,3/5/2008,Clifton Rd,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Clifton Rd
Silver Spring, MD 20904"
1/28/2008,1/28/2008,Westlake Ter,Bethesda,MD,20817,Comcast,1,1,,,,,,,,,,,Complaint,"Westlake Ter
Bethesda, MD 20817"
1/28/2008,3/13/2008,Coral Gables Dr,North Potomac,MD,20878,Comcast,,1,,,,,,,,1,,,Complaint,"Coral Gables Dr
North Potomac, MD 20878"
1/28/2008,2/14/2008,Marywood Rd,Bethesda,MD,20817,Comcast,,1,,1,,,,1,,,1,,Complaint,"Marywood Rd
Bethesda, MD 20817"
1/28/2008,1/30/2008,East West Hwy #433,Bethesda,MD,20814,Comcast,,1,,1,1,,,,,,,,Complaint,"East West Hwy #433
Bethesda, MD 20814"
1/28/2008,2/29/2008,Quail Run Dr,Gaithersburg,MD,20878,Comcast,,1,,,1,,,,,,,,Complaint,"Quail Run Dr
Gaithersburg, MD 20878"
1/28/2008,1/31/2008,Park Av,Bethesda,MD,20816,Comcast,1,,,,,,,,,,,,Complaint,"Park Av
Bethesda, MD 20816"
1/29/2008,1/31/2008,Turning Creek Ct,Potomac,MD,20854,Comcast,,1,,,1,,,,,,,,Complaint,"Turning Creek Ct
Potomac, MD 20854"
1/29/2008,1/29/2008,Whitehall St,Silver Spring,MD,20901,RCN,1,,,,,,1,,,,,,Complaint,"Whitehall St
Silver Spring, MD 20901"
1/29/2008,2/7/2008,Piney Branch Rd #203,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Piney Branch Rd #203
Silver Spring, MD 20903"
1/29/2008,2/20/2008,Century Blvd # 100,Germantown,MD,20874,Comcast,,1,,,,,,,,1,,,Complaint,"Century Blvd # 100
Germantown, MD 20874"
1/29/2008,4/15/2008,Lindsey Manor Ln,Silver Spring,MD,20905,Comcast,1,1,1,1,,,,,,,,,Complaint,"Lindsey Manor Ln
Silver Spring, MD 20905"
1/29/2008,2/8/2008,Battery Ln #2,Bethesda,MD,20814,RCN,1,,,,,,,,,,,,Complaint,"Battery Ln #2
Bethesda, MD 20814"
1/29/2008,1/31/2008,Freeland Rd,Rockville,MD,20853,Comcast,1,,,1,,,,,,,,,Complaint,"Freeland Rd
Rockville, MD 20853"
1/29/2008,1/29/2008,Honesty Wy,Bethesda,MD,20817,Comcast,,1,,1,1,,,,,,,,Complaint,"Honesty Wy
Bethesda, MD 20817"
1/29/2008,2/18/2008,Woodfield Rd,Bethesda,MD,20814,Verizon,,,,,,,,,,,,1,Complaint,"Woodfield Rd
Bethesda, MD 20814"
1/29/2008,2/4/2008,Crownwood Ct,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Crownwood Ct
Rockville, MD 20850"
1/30/2008,2/21/2008,Seneca View Dr,Gaithersburg,MD,20882,Comcast,,1,,,,,,,,,1,,Complaint,"Seneca View Dr
Gaithersburg, MD 20882"
1/30/2008,2/5/2008,Doctor Walling Rd,Poolesville,MD,20837,Comcast,,1,1,,1,,,,,,1,,Complaint,"Doctor Walling Rd
Poolesville, MD 20837"
1/30/2008,2/26/2008,Golf Estates Dr,Gaithersburg,MD,20882,Comcast,,,1,,,,,,,,,,Complaint,"Golf Estates Dr
Gaithersburg, MD 20882"
1/30/2008,11/3/2008,Sun Valley Cir #8-EF,Silver Spring,MD,20906,Comcast,,,,,,,,,,1,,,Complaint,"Sun Valley Cir #8-EF
Silver Spring, MD 20906"
1/30/2008,2/4/2008,Park Lake Dr,Rockville,MD,20853,Comcast,,1,1,,1,,,,,,,,Complaint,"Park Lake Dr
Rockville, MD 20853"
1/30/2008,2/22/2008,Belle Hollow Wy,Gaithersburg,MD,20882,Verizon,1,,,,,,,,,,,,Complaint,"Belle Hollow Wy
Gaithersburg, MD 20882"
1/30/2008,2/4/2008,Beaverbrook Ct #3G,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Beaverbrook Ct #3G
Silver Spring, MD 20906"
1/31/2008,1/31/2008,Frederick Rd,Clarksburg,MD,20871,Comcast,,1,,,,,,,,,,1,Complaint,"Frederick Rd
Clarksburg, MD 20871"
1/31/2008,2/16/2008,Georgia Av,Silver Spring,MD,20902,RCN,1,,,,,,,,,,,,Complaint,"Georgia Av
Silver Spring, MD 20902"
1/31/2008,2/4/2008,Madison House St,Olney,MD,20832,Verizon,1,,,,,,,,,,,,Complaint,"Madison House St
Olney, MD 20832"
2/1/2008,2/13/2008,Frederick Rd,Clarksburg,MD,20871,Verizon,,1,,,,,,1,,,,,Complaint,"Frederick Rd
Clarksburg, MD 20871"
2/1/2008,2/5/2008,Kings Crossing Blvd #108,Boyds,MD,20841,Verizon,1,,,,,,,,,,,,Complaint,"Kings Crossing Blvd #108
Boyds, MD 20841"
2/1/2008,2/14/2008,Indian Hills Ter,Derwood,MD,20855,Comcast,,1,,,,,,1,,,,,Complaint,"Indian Hills Ter
Derwood, MD 20855"
2/1/2008,2/4/2008,February Cir #302,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"February Cir #302
Silver Spring, MD 20904"
2/1/2008,3/6/2008,Chatteroy Pl,Montgomery Village,MD,20886,Comcast,,1,1,1,,,,,,,1,,Complaint,"Chatteroy Pl
Montgomery Village, MD 20886"
2/1/2008,2/4/2008,Maple Av,Bethesda,MD,20814,Comcast,,1,1,1,,,,1,,,,,Complaint,"Maple Av
Bethesda, MD 20814"
2/1/2008,2/5/2008,Elkridge Wy #1-C,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Elkridge Wy #1-C
Silver Spring, MD 20906"
2/1/2008,2/5/2008,Strathmore Hall St #415,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Strathmore Hall St #415
Rockville, MD 20852"
2/1/2008,2/20/2008,Brook Run Dr,Germantown,MD,20876,Verizon,,1,,1,,,,,,,,,Complaint,"Brook Run Dr
Germantown, MD 20876"
2/4/2008,2/11/2008,Stone Hollow Dr,Germantown,MD,20874,Verizon,1,,,1,,,,,,,,,Complaint,"Stone Hollow Dr
Germantown, MD 20874"
2/4/2008,2/7/2008,West 142nd St #B,Hawthorne,CA,90250,RCN,1,,,,,,,,,,,,Complaint,"West 142nd St #B
Hawthorne, CA 90250"
2/4/2008,2/20/2008,Founders Pl,Damascus,MD,20872,Verizon,,,,1,,,,1,,,,,Complaint,"Founders Pl
Damascus, MD 20872"
2/4/2008,2/8/2008,Bristol Square Ln #201,Bethesda,MD,20814,RCN,1,,,,,,,,,,,,Complaint,"Bristol Square Ln #201
Bethesda, MD 20814"
2/4/2008,2/5/2008,Drake Dr,Rockville,MD,20853,Comcast,,1,,,1,,,,,,,,Complaint,"Drake Dr
Rockville, MD 20853"
2/4/2008,2/14/2008,Chandler St,Bethesda,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"Chandler St
Bethesda, MD 20814"
2/4/2008,2/12/2008,Freemont Av,Takoma Park,MD,20912,RCN,,1,,,1,,,,,,,,Complaint,"Freemont Av
Takoma Park, MD 20912"
2/4/2008,2/5/2008,Chandler St,Bethesda,MD,20814,RCN,,,,,,,,,,1,,,Complaint,"Chandler St
Bethesda, MD 20814"
2/4/2008,4/11/2008,Tapestry Cir,Burtonsville,MD,20866,Verizon,1,,,1,,,,,,,,,Complaint,"Tapestry Cir
Burtonsville, MD 20866"
2/5/2008,2/25/2008,Harding Ln,Silver Spring,MD,20905,Comcast,1,1,1,,1,,,,,,,,Complaint,"Harding Ln
Silver Spring, MD 20905"
2/5/2008,2/11/2008,Stringtown Rd,Clarksburg,MD,20871,Verizon,1,,,,,,1,,,,,,Complaint,"Stringtown Rd
Clarksburg, MD 20871"
2/5/2008,2/8/2008,Noble Ridge Ter,Gaithersburg,MD,20882,Verizon,1,,,,,,,,,,,,Complaint,"Noble Ridge Ter
Gaithersburg, MD 20882"
2/5/2008,2/13/2008,Pooks Hill Rd #1711 N,Bethesda,MD,20814,Comcast,,,,,,,,,,,,1,Complaint,"Pooks Hill Rd #1711 N
Bethesda, MD 20814"
2/5/2008,2/7/2008,Elmcroft Blvd,Rockville,MD,20850,Comcast,,1,1,,1,,,,,,1,,Complaint,"Elmcroft Blvd
Rockville, MD 20850"
2/6/2008,2/11/2008,Red Oak Dr,Silver Spring,MD,20910,Comcast,,1,1,,,,,,,,,,Complaint,"Red Oak Dr
Silver Spring, MD 20910"
2/6/2008,2/14/2008,Cherry Valley Dr,Olney,MD,20832,Comcast,,1,1,1,,,,,,,,,Complaint,"Cherry Valley Dr
Olney, MD 20832"
2/6/2008,2/13/2008,Deerfield Av,Silver Spring,MD,20910,Comcast,,1,,,,,,,,,1,,Complaint,"Deerfield Av
Silver Spring, MD 20910"
2/6/2008,2/13/2008,Inverness Dr,Chevy Chase,MD,20815,Verizon,,,,,,,,1,,,,,Complaint,"Inverness Dr
Chevy Chase, MD 20815"
2/6/2008,2/13/2008,Jones Ln,Darnestown,MD,20878,Comcast,,1,,,1,,,,,1,,,Complaint,"Jones Ln
Darnestown, MD 20878"
2/7/2008,2/8/2008,Blackberry Dr,North Potomac,MD,20878,Comcast,,1,,,,,,,,,1,,Complaint,"Blackberry Dr
North Potomac, MD 20878"
2/7/2008,2/14/2008,Potomac School Rd,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Potomac School Rd
Potomac, MD 20854"
2/7/2008,2/25/2008,Chevy Chase Blvd,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Chevy Chase Blvd
Chevy Chase, MD 20815"
2/7/2008,2/11/2008,Autumn Wind Wy,Rockville,MD,20850,Comcast,,1,,,1,,,,,1,,,Complaint,"Autumn Wind Wy
Rockville, MD 20850"
2/7/2008,2/12/2008,Monarch Vista Dr,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Monarch Vista Dr
Germantown, MD 20874"
2/7/2008,4/1/2008,Portland Pl,Silver Spring,MD,20901,RCN,,1,,,1,,,1,,,,,Complaint,"Portland Pl
Silver Spring, MD 20901"
2/7/2008,2/15/2008,Morning Field Dr,Potomac,MD,20854,Comcast,,1,1,,1,,,,,,,,Complaint,"Morning Field Dr
Potomac, MD 20854"
2/7/2008,2/13/2008,Waycross Wy,Kensington,MD,20895,Verizon,,,,,,,1,1,,,,,Complaint,"Waycross Wy
Kensington, MD 20895"
2/8/2008,2/14/2008,Saddlerock Ct,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Saddlerock Ct
Silver Spring, MD 20902"
2/11/2008,2/14/2008,Garland Av,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Garland Av
Takoma Park, MD 20912"
2/11/2008,5/28/2008,Mistwood Dr,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Mistwood Dr
Potomac, MD 20854"
2/11/2008,2/29/2008,Warfield Rd,Laytonsville,MD,20882,Comcast,,,1,1,,,,,,,,,Complaint,"Warfield Rd
Laytonsville, MD 20882"
2/11/2008,2/11/2008,Dubuque Ct,Rockville,MD,20855,Comcast,,,,,,,,1,,1,,,Complaint,"Dubuque Ct
Rockville, MD 20855"
2/11/2008,2/28/2008,Olivine Wy,Silver Spring,MD,20904,Verizon,,1,,,,,1,1,,,,,Complaint,"Olivine Wy
Silver Spring, MD 20904"
2/11/2008,2/19/2008,Baltimore Rd H-43,Rockville,MD,20851,Comcast,1,,,,,,,,,,,,Complaint,"Baltimore Rd H-43
Rockville, MD 20851"
2/11/2008,3/13/2008,Laurel Pkwy,Chevy Chase,MD,20815,Comcast,,1,1,,,,,,,,1,,Complaint,"Laurel Pkwy
Chevy Chase, MD 20815"
2/11/2008,2/25/2008,McCrossin Ln,Potomac,MD,20854,Comcast,1,1,,1,1,,,,,,1,,Complaint,"McCrossin Ln
Potomac, MD 20854"
2/12/2008,2/20/2008,Antigua Terr #102,Rockville,MD,20852,Verizon,,1,,,,,,1,,,,,Complaint,"Antigua Terr #102
Rockville, MD 20852"
2/12/2008,2/20/2008,Log House Rd,Gaithersburg,MD,20882,Comcast,,1,,,1,,,,,,,,Complaint,"Log House Rd
Gaithersburg, MD 20882"
2/12/2008,2/19/2008,Colesville Rd #926,Silver Spring,MD,20910,Comcast,,1,1,1,,,,,,,,,Complaint,"Colesville Rd #926
Silver Spring, MD 20910"
2/12/2008,2/25/2008,Sligo Av #310,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Sligo Av #310
Silver Spring, MD 20910"
2/12/2008,3/15/2008,Forest Pl,Bethesda,MD,20814,RCN,1,,,,,,,,,,,,Complaint,"Forest Pl
Bethesda, MD 20814"
2/12/2008,2/13/2008,Jericho Dr,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Jericho Dr
Gaithersburg, MD 20879"
2/13/2008,2/15/2008,Alpen Green Wy,Burtonsville,MD,20866,Comcast,,,,,,,1,,,,,,Complaint,"Alpen Green Wy
Burtonsville, MD 20866"
2/13/2008,3/17/2008,W Frankford Dr,Rockville,MD,20853,Comcast,,1,1,1,,,,,,,,,Complaint,"W Frankford Dr
Rockville, MD 20853"
2/13/2008,2/14/2008,Williamsburg Dr,Silver Spring,MD,20901,Comcast,,1,,,1,,,,,,,,Complaint,"Williamsburg Dr
Silver Spring, MD 20901"
2/13/2008,2/20/2008,Chrisman Hill Ter,Boyds,MD,20841,Comcast,1,,,,,,,,,,,,Complaint,"Chrisman Hill Ter
Boyds, MD 20841"
2/13/2008,3/4/2008,Littledale Rd #111,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Littledale Rd #111
Kensington, MD 20895"
2/14/2008,3/19/2008,Whelan Ln,Boyds,MD,20841,Comcast,,,,,,,,,,,,1,Complaint,"Whelan Ln
Boyds, MD 20841"
2/14/2008,2/20/2008,Studio Pl,Montgomery Village,MD,20886,Comcast,1,,,,,,1,,,,,,Complaint,"Studio Pl
Montgomery Village, MD 20886"
2/14/2008,2/21/2008,Kirkwood Dr,Bethesda,MD,20816,Comcast,1,1,1,,1,,,,,,,,Complaint,"Kirkwood Dr
Bethesda, MD 20816"
2/14/2008,3/28/2008,Claude Ln,Silver Spring,MD,20905,Comcast,,,1,,1,,,,,1,1,,Complaint,"Claude Ln
Silver Spring, MD 20905"
2/15/2008,2/19/2008,Golden Meadow Ct,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Golden Meadow Ct
Germantown, MD 20876"
2/15/2008,2/25/2008,Post House Ct,Potomac,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Post House Ct
Potomac, MD 20854"
2/15/2008,3/19/2008,Brightwood Rd,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Brightwood Rd
Olney, MD 20832"
2/15/2008,3/4/2008,Slidell Rd,Boyds,MD,20841,Comcast,,,,,,,,,1,,,,Complaint,"Slidell Rd
Boyds, MD 20841"
2/15/2008,2/29/2008,Norbeck Rd #224,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Norbeck Rd #224
Silver Spring, MD 20906"
2/19/2008,2/26/2008,Jaystone Dr,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Jaystone Dr
Silver Spring, MD 20905"
2/19/2008,2/20/2008,Baileys Ln,Silver Spring,MD,20906,Verizon,,,,,,,,,,1,,,Complaint,"Baileys Ln
Silver Spring, MD 20906"
2/19/2008,2/26/2008,Vandalia Ct,Rockville,MD,20853,Verizon,,,,,,,,1,,,,,Complaint,"Vandalia Ct
Rockville, MD 20853"
2/19/2008,2/26/2008,Fields Rd #808,Gaithersburg,MD,20878,Comcast,,,,,1,,,,,,,,Complaint,"Fields Rd #808
Gaithersburg, MD 20878"
2/19/2008,2/21/2008,Bennion Rd,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Bennion Rd
Silver Spring, MD 20906"
2/19/2008,3/14/2008,Autumn Branch Ter,Boyds,MD,20841,Comcast,1,,,,,,,,,,,,Complaint,"Autumn Branch Ter
Boyds, MD 20841"
2/19/2008,3/6/2008,Oaklyn Ter,Potomac,MD,20854,Verizon,1,,,,,,1,,,,,,Complaint,"Oaklyn Ter
Potomac, MD 20854"
2/19/2008,3/5/2008,Ogden Ct,Bethesda,MD,20816,Comcast,1,,,,,,,,,,,,Complaint,"Ogden Ct
Bethesda, MD 20816"
2/19/2008,3/26/2008,Parthenon Ct,Bethesda,MD,20817,Comcast,,1,1,,,,,,,,,,Complaint,"Parthenon Ct
Bethesda, MD 20817"
2/19/2008,2/20/2008,Appleby Dr,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Appleby Dr
Silver Spring, MD 20904"
2/19/2008,2/25/2008,Conway Rd,Bethesda,MD,20817,Comcast,,1,1,,1,,,,,,1,,Complaint,"Conway Rd
Bethesda, MD 20817"
2/19/2008,2/21/2008,Yosemite Dr,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Yosemite Dr
Rockville, MD 20853"
2/19/2008,3/6/2008,University Blvd W #22,Kensington,MD,20895,Comcast,,1,,,1,,,,,,,,Complaint,"University Blvd W #22
Kensington, MD 20895"
2/19/2008,2/19/2008,Norvale Rd,Silver Spring,MD,20906,Comcast,,,1,,,,,,,,,,Complaint,"Norvale Rd
Silver Spring, MD 20906"
2/19/2008,2/21/2008,Amherst Av #231,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Amherst Av #231
Silver Spring, MD 20902"
2/19/2008,2/22/2008,Duffer Wy,Montgomery Village,MD,20886,Comcast,,1,1,,,,,,,,,,Complaint,"Duffer Wy
Montgomery Village, MD 20886"
2/19/2008,2/22/2008,Lakeworth Dr,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Lakeworth Dr
Gaithersburg, MD 20878"
2/20/2008,3/13/2008,Sutcliff Ter,Brookeville,MD,20833,Verizon,,1,1,,1,,,,,,,,Complaint,"Sutcliff Ter
Brookeville, MD 20833"
2/20/2008,2/21/2008,Shanandale Dr,Silver Spring,MD,20904,Comcast,,1,1,,1,,,,,,,,Complaint,"Shanandale Dr
Silver Spring, MD 20904"
2/20/2008,3/5/2008,Sandy Knoll Dr,Olney,MD,20832,Verizon,,,,,,,1,,,,,,Complaint,"Sandy Knoll Dr
Olney, MD 20832"
2/20/2008,3/17/2008,Cherry Grove Dr,North Potomac,MD,20878,Comcast,1,,1,,,,,,,,,,Complaint,"Cherry Grove Dr
North Potomac, MD 20878"
2/20/2008,3/13/2008,Modrad Wy,Silver Spring,MD,20904,Comcast,,,,,,1,,,,,,,Complaint,"Modrad Wy
Silver Spring, MD 20904"
2/21/2008,2/29/2008,Mt Pisgah Rd #T-12,Silver Spring,MD,20903,Comcast,,,,1,,,,,,,1,,Complaint,"Mt Pisgah Rd #T-12
Silver Spring, MD 20903"
2/21/2008,4/10/2008,Jaystone Dr,Silver Spring,MD,20905,Verizon,,,,,,,1,,,,,,Complaint,"Jaystone Dr
Silver Spring, MD 20905"
2/21/2008,3/31/2008,Frederick Rd,Germantown,MD,20876,Verizon,,,,1,,,,,,,,,Complaint,"Frederick Rd
Germantown, MD 20876"
2/21/2008,3/10/2008,Thundercloud Rd,Boyds,MD,20841,Comcast,,1,,,,,,,,,1,,Complaint,"Thundercloud Rd
Boyds, MD 20841"
2/22/2008,3/11/2008,Hunters Ln,Rockville,MD,20852,Verizon,1,,,1,,,,,,,,,Complaint,"Hunters Ln
Rockville, MD 20852"
2/22/2008,2/26/2008,Thundercloud Rd,Boyds,MD,20841,Comcast,1,,,,,,,,,,,,Complaint,"Thundercloud Rd
Boyds, MD 20841"
2/22/2008,3/11/2008,Low Meadow Dr,Gaithersburg,MD,20882,Verizon,,1,,,,,1,1,,,,,Complaint,"Low Meadow Dr
Gaithersburg, MD 20882"
2/25/2008,2/29/2008,Fair Lady Wy,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Fair Lady Wy
Germantown, MD 20874"
2/25/2008,3/6/2008,Carter Mill Wy,Brookeville,MD,20833,Verizon,1,1,1,,,,,,,,,,Complaint,"Carter Mill Wy
Brookeville, MD 20833"
2/25/2008,3/3/2008,Herkos Ct,Bethesda,MD,20817,Verizon,,1,,1,1,,,,,,,,Complaint,"Herkos Ct
Bethesda, MD 20817"
2/25/2008,3/3/2008,Sir Thomas Wy #44,Silver Spring,MD,20904,Comcast,,,,,,,,1,,,,,Complaint,"Sir Thomas Wy #44
Silver Spring, MD 20904"
2/26/2008,2/29/2008,Owens St,Rockville,MD,20850,Comcast,,1,,1,1,,,,,,,,Complaint,"Owens St
Rockville, MD 20850"
2/26/2008,2/26/2008,Hart Mews,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Hart Mews
Gaithersburg, MD 20878"
2/26/2008,3/3/2008,Silver Birch Ln,Germantown,MD,20876,Comcast,1,,,1,,,,,,,,,Complaint,"Silver Birch Ln
Germantown, MD 20876"
2/26/2008,2/29/2008,Chrisman Hill Ct,Boyds,MD,20841,Comcast,1,,,,,,1,,,,,,Complaint,"Chrisman Hill Ct
Boyds, MD 20841"
2/26/2008,4/16/2008,Sailfish Ter,Montgomery Village,MD,20886,Comcast,,1,,,,,,,,1,,,Complaint,"Sailfish Ter
Montgomery Village, MD 20886"
2/26/2008,2/29/2008,Budsman Ter,Damascus,MD,20872,Verizon,,,,,,,1,,,,,,Complaint,"Budsman Ter
Damascus, MD 20872"
2/26/2008,2/28/2008,Cornish Rd,Bethesda,MD,20814,Comcast,1,,,1,,,,,,,,,Complaint,"Cornish Rd
Bethesda, MD 20814"
2/26/2008,2/29/2008,Horseshoe Ln,Potomac,MD,20854,Verizon,,1,,,1,,,,,,,,Complaint,"Horseshoe Ln
Potomac, MD 20854"
2/27/2008,3/4/2008,Oakridge Ln,Chevy Chase,MD,20815,Comcast,,1,1,,,,,,,,,,Complaint,"Oakridge Ln
Chevy Chase, MD 20815"
2/27/2008,3/7/2008,Lynn Manor Dr,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Lynn Manor Dr
Rockville, MD 20850"
2/28/2008,2/29/2008,Stokes Rd,Bethesda,MD,20814,Comcast,,1,,,1,,,,,,,,Complaint,"Stokes Rd
Bethesda, MD 20814"
2/28/2008,2/29/2008,Russell Av #11,Gaithersburg,MD,20877,Comcast,1,,,,,,,,,,,,Complaint,"Russell Av #11
Gaithersburg, MD 20877"
2/28/2008,3/5/2008,Crossing Creek Rd,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Crossing Creek Rd
Potomac, MD 20854"
2/28/2008,2/29/2008,Lee St,Silver Spring,MD,20910,Comcast,,1,1,,,,,,,,,,Complaint,"Lee St
Silver Spring, MD 20910"
2/28/2008,3/28/2008,Jump Dr,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Jump Dr
Germantown, MD 20874"
2/28/2008,2/29/2008,Anchorage Dr,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Anchorage Dr
Bethesda, MD 20817"
2/28/2008,2/29/2008,Colesville Rd #404,Silver Spring,MD,20910,Comcast,,1,1,,1,,,,,,,,Complaint,"Colesville Rd #404
Silver Spring, MD 20910"
2/28/2008,3/5/2008,Century Blvd #100,Germantown,MD,20874,Comcast,,1,,,,,,,,1,,,Complaint,"Century Blvd #100
Germantown, MD 20874"
2/28/2008,3/26/2008,Bel Pre Rd #13,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Bel Pre Rd #13
Silver Spring, MD 20906"
2/29/2008,3/6/2008,Bucknell Dr #202,Silver Spring,MD,20902,Comcast,,,1,,,,,,,,,,Complaint,"Bucknell Dr #202
Silver Spring, MD 20902"
2/29/2008,3/28/2008,Old Lyme Dr,Silver Spring,MD,20905,Comcast,,,,,,,,,1,,,,Complaint,"Old Lyme Dr
Silver Spring, MD 20905"
2/29/2008,3/28/2008,Windsor Hill Dr,Olney,MD,20832,Comcast,,1,1,,,,,,,,,,Complaint,"Windsor Hill Dr
Olney, MD 20832"
2/29/2008,3/3/2008,Tuckerman Ln,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Tuckerman Ln
Potomac, MD 20854"
2/29/2008,3/7/2008,Sonata Wy,Silver Spring,MD,20901,Verizon,,1,1,,,,,,,,,,Complaint,"Sonata Wy
Silver Spring, MD 20901"
2/29/2008,3/3/2008,Azalea Dr,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Azalea Dr
Rockville, MD 20850"
2/29/2008,3/6/2008,Farnham Dr,Bethesda,MD,20814,Comcast,,1,,,1,,,,,,,,Complaint,"Farnham Dr
Bethesda, MD 20814"
3/3/2008,4/3/2008,N Leisure World Blvd #206,Silver Spring,MD,20906,Comcast,1,,,,1,,,,,,,,Complaint,"N Leisure World Blvd #206
Silver Spring, MD 20906"
3/3/2008,3/4/2008,N Leisure World Blvd,Silver Spring,MD,20906,Comcast,1,1,,,,,,,,,,,Complaint,"N Leisure World Blvd
Silver Spring, MD 20906"
3/3/2008,4/15/2008,Fairfield Dr,Bethesda,MD,20814,RCN,1,1,,,,,,,,,,,Complaint,"Fairfield Dr
Bethesda, MD 20814"
3/3/2008,4/2/2008,Lyttonsville Rd,Silver Spring,MD,20910,Comcast,,1,,,,,,,,,1,,Complaint,"Lyttonsville Rd
Silver Spring, MD 20910"
3/3/2008,3/10/2008,Bit and Spur Ln,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Bit and Spur Ln
Potomac, MD 20854"
3/3/2008,3/7/2008,Red Clover Dr,Rockville,MD,20853,Verizon,1,,,,,,1,,,,,,Complaint,"Red Clover Dr
Rockville, MD 20853"
3/3/2008,3/4/2008,Cordell Av #907,Bethesda,MD,20814,Comcast,,,,,,,1,,,,,,Complaint,"Cordell Av #907
Bethesda, MD 20814"
3/3/2008,3/6/2008,Nicholson Ln #1216,Rockville,MD,20852,Comcast,,1,,1,1,,,,,,,,Complaint,"Nicholson Ln #1216
Rockville, MD 20852"
3/3/2008,3/10/2008,Colonial Ct,Olney,MD,20832,Verizon,,1,,1,1,,,,,,,,Complaint,"Colonial Ct
Olney, MD 20832"
3/3/2008,3/17/2008,Chamberlin Av,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Chamberlin Av
Chevy Chase, MD 20815"
3/4/2008,3/17/2008,Century Blvd #100,Germantown,MD,20874,Comcast,,,,,,1,,,,1,,,Complaint,"Century Blvd #100
Germantown, MD 20874"
3/4/2008,3/6/2008,Hawkins Creamery Ct,Gaithersburg,MD,20882,Comcast,,1,1,1,1,,,,,,,,Complaint,"Hawkins Creamery Ct
Gaithersburg, MD 20882"
3/4/2008,3/26/2008,Great Arbor Dr,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Great Arbor Dr
Potomac, MD 20854"
3/4/2008,3/28/2008,Stonewood Ln,Rockville,MD,20852,Verizon,1,,,,,,1,,,,,,Complaint,"Stonewood Ln
Rockville, MD 20852"
3/4/2008,3/12/2008,Bent Cross Dr,Potomac,MD,20854,Comcast,,1,1,,1,,,,,,,,Complaint,"Bent Cross Dr
Potomac, MD 20854"
